funders,count
United Nations,64
Royal Society,61
National Academy of Sciences,60
National Science Foundation,40
World Health Organization,35
National Academy of Sciences,,22
National Natural Science Foundation of China,20
National Oceanic and Atmospheric Administration,19
European Research Council,19
Research and Development,18
University of California,,17
U.S. Geological Survey,13
University of California,12
Chinese Academy of Sciences,12
Government of Canada,11
American Meteorological Society,11
Sears,11
Australian Research Council,10
Met Office,10
National Aeronautics and Space Administration,10
Centers for Disease Control and Prevention,9
United Nations,,9
American Meteorological Society,,9
University of Chicago,9
World Meteorological Organization,9
Ministry of Health,9
Department of Health,8
Princeton University,8
Environmental Protection Agency,8
UNICEF,7
Natural Environment Research Council,7
World Health Organization,,7
Health Research,7
National Academy of Sciences.,7
American Association for the Advancement of Science,6
Ministry of Environment,6
Ministry of Education,,6
Ministry of Science and Technology,6
University of British Columbia,6
Ministry of Education,6
Conselho Nacional de Desenvolvimento Científico e Tecnológico,6
Orange,6
Public Health Agency,5
U.S. Forest Service,5
U.S. Department of Agriculture,,5
Wageningen University,5
Massachusetts Institute of Technology,,5
Korea Meteorological Administration,5
National Center for Atmospheric Research,5
Harvard University,5
Chinese Academy of Sciences,,5
National Research Foundation,5
European Environment Agency,5
Ministry of the Environment,,4
Ministry of Economy,4
China Meteorological Administration,4
Natural Resources Canada,4
Medical Research Council,4
National Institute of Food and Agriculture,,4
Natural Sciences and Engineering Research Council of Canada,4
Tsinghua University,4
Kyushu University,4
World Meteorological Organization,,4
James Cook University,4
Griffith University,,4
European Commission,4
Ministry of Environment,,4
World Health Organization.,4
World Health Organization;,4
Department of Natural Resources,4
Wellcome Trust,4
University of Alberta,4
Commonwealth Scientific and Industrial Research Organisation,4
Research and Development,,4
National Park Service,,4
Health Canada,4
National Institutes of Health.,3
University of Michigan,3
Ministry of Environmental Protection,3
Fisheries and Oceans Canada,,3
Gordon and Betty Moore Foundation,3
University of Arizona,3
Norges Forskningsråd,3
European Commission,,3
University of Maryland,3
South Australian Research and Development Institute,3
FOX,3
University of Western Australia,,3
Ministry of Water Resources,3
Microsoft,3
Oak Ridge National Laboratory,3
Field Museum,3
Environment Canada,3
University of Western Australia,3
Johns Hopkins University,3
University College London,3
Roche,3
Conservation International,,3
Universidad de Chile,,3
American Geophysical Union,3
Oregon State University,3
University of Queensland,,3
Energy Information Administration,3
Agence Nationale de la Recherche,3
World Bank Group,,3
Chinese Academy of Sciences.,3
American Meteorological Society.,3
University of Florida,,3
Bat Conservation International,,3
World Bank Group,3
University of Washington,3
National Institute of Environmental Health Sciences,,3
U.S. Fish and Wildlife Service,3
American Statistical Association,3
University of Queensland,3
Universidad de Chile,3
Department of Natural Resources,,3
Boston University,,3
AgroParisTech,3
University of New Mexico,3
West Virginia University,3
Overseas Development Institute,,3
Seventh Framework Programme,3
Natural Sciences and Engineering Research Council of Canada,,2
University of Notre Dame,2
California Natural Resources Agency,,2
Vetenskapsrådet,2
University of East Anglia,2
University of Tokyo,,2
U.S. Department of Agriculture.,2
King Abdullah University of Science and Technology,2
Department of S and T for Social Development,2
Russell Sage Foundation,,2
NordForsk,2
Cornell University,,2
Japan Society for the Promotion of Science,2
Subway,2
Russian Academy of Sciences,2
European Commission.,2
Centre de Coopération Internationale en Recherche Agronomique pour le Développement,2
Bioversity International,,2
Treasury,2
Federal Emergency Management Agency,2
Ewha Womans University,,2
African Development Bank Group,,2
University of Rhode Island,,2
Yale University,2
Canadian Mental Health Association,2
U.S. Department of Agriculture,2
U.S. Fish, and Wildlife Service,,2
Bioversity International,2
Hunan University,2
Directorate for Biological Sciences,2
George Mason University,,2
Clemson University,,2
Association of American Medical Colleges,2
U.S. Fish and Wildlife Service,,2
Boston University,2
Fukuoka University,2
European Environment Agency,,2
Johns Hopkins Bloomberg School of Public Health;,2
University of Miami,,2
Department for Environment, Food and Rural Affairs,2
Gulf of Mexico Research Initiative,2
National Institute of Food and Agriculture,2
Stanford University,,2
Louisiana State University,2
United Nations.,2
International Labour Organisation,2
North Carolina State University,,2
Svenska Forskningsrådet Formas,2
Princeton University.,2
Princeton University,,2
Universidad Autónoma de Nuevo León,,2
National Park Service,2
Iran National Science Foundation,2
University of New Hampshire.,2
University of New Hampshire,,2
Instituto Nacional de Pesquisas da Amazônia,2
American College of Sports Medicine,2
University of Victoria,2
Monash University,,2
Brown University,2
Alberta Health,2
Cyprus University of Technology,2
American Psychological Association,2
University of British Columbia,,2
National Institute of General Medical Sciences,2
Fundación BBVA,2
New York University,2
Ohio State University,,2
Australian Institute of Marine Science,,2
University of Bristol,,2
World Meteorological Organization.,2
Japan Agency for Marine-Earth Science and Technology,2
Simon Fraser University,,2
Department for International Development,2
Utah State University,,2
Deloitte,2
Natural History Museum,2
George Mason University,2
University of New South Wales,,2
U.S. Geological Survey,,2
Centers for Disease Control and Prevention.,2
American Geophysical Union,,2
American Academy of Pediatrics,2
Association of American Geographers,,2
Edith Cowan University,,2
American Museum of Natural History,2
Clemson University,2
Sage Foundation,,2
Ministry of Health,,2
Conservation International,2
Water Research Commission,2
National Institute for Environmental Studies,,2
Biological and Environmental Research,2
Ministry of Finance,2
United Nations;,2
Explorers Club,2
Federal Highway Administration,2
Imperial College London,,2
National Oceanic and Atmospheric Administration,,2
Ministry of Science and Technology,,2
Deutsche Forschungsgemeinschaft,2
SAS Institute,2
Biotechnology and Biological Sciences Research Council,2
Korea Development Institute,2
University of Wyoming,,2
Southern Cross University,,2
National Institutes of Health,2
Wageningen University,,2
Griffith University,2
Zoological Society of London,2
University of Minnesota,,2
University of Maryland,,2
University of Pennsylvania,2
Ministry of the Environment,2
Louisiana Department of Wildlife and Fisheries.,2
Tufts University,2
Canadian Psychological Association,2
Inter-American Development Bank.,2
Universidade Federal de Goiás,,2
National Climate Change Adaptation Research Facility,2
Stanford University,2
Staples,2
Harvard T.H. Chan School of Public Health,,2
Simon Fraser University,2
Engineering and Physical Sciences Research Council,2
Ministry of Economy,,2
University of Florida,2
British Academy,2
Facebook,2
Asian Development Bank,2
American Society of Civil Engineers;,2
Pusan National University,,2
U.S. Forest Service,,2
Columbia University,2
International Monetary Fund;,2
Universidade Federal de Goiás,2
York University,2
Wellcome Trust,,2
Australian National University,2
British Ecological Society,2
Secretaría de Medio Ambiente y Recursos Naturales,,2
European Space Agency,2
U.S. Department of Energy,,2
Canada Research Chairs,2
Ministry of Natural Resources,2
Universidad de los Andes,1
Northeast Forestry University,1
Natural Sciences and Engineering Research Council of Canada.,1
Canadian Medical Association,1
Prometheus,1
Korea Environment Institute,,1
University of Reading,1
Nelson Mandela Metropolitan University,,1
European Space Agency.,1
University of Virginia,1
University of Ottawa,,1
James S. McDonnell Foundation,1
University of Toronto,1
Agricultural Research Council.,1
Asian Development Bank,,1
World Wildlife Fund,1
Suomen Akatemia,1
National Institute for Environmental Studies,1
College of Public Health,,1
American Society for Microbiology,1
California Energy Commission.,1
La Trobe University,,1
University of Tennessee,,1
San Diego State University,1
Universiteit van Amsterdam,1
California Natural Resources Agency,1
National Institute of Neurological Disorders and Stroke,1
National Center for Health Statistics,1
Leverhulme Trust,1
Royal Australian Chemical Institute,,1
Earthquake Engineering Research Institute,1
School of Medicine,,1
International Monetary Fund,1
Macquarie University,,1
Department of Health,,1
University of Georgia,,1
American Society of Civil Engineers,1
U.S. Department of Defense,1
Cornell University.,1
U.S. Bureau of Land Management;,1
University of Georgia,1
Auburn University,,1
Carl Tryggers Stiftelse för Vetenskaplig Forskning,1
U.S. Bureau of Land Management,,1
Secretaría de Medio Ambiente y Recursos Naturales,1
University of Tennessee,1
Instituto Superior Técnico,,1
University of Miami,1
Government of Canada,,1
Hongik University,,1
Universitat Jaume I,1
Centre of Excellence for Environmental Decisions, Australian Research Council,1
Oklahoma State University,,1
